13/10/2014 13:37:02   empty log
13/10/2014 13:37:02   create game mameger
13/10/2014 13:37:02   Rance game
13/10/2014 13:37:02   load file
13/10/2014 13:37:02   {code=0, level=1, highCode=2073, live=2, rootKey=rance}
13/10/2014 13:37:07   save file
13/10/2014 13:37:07   game over
13/10/2014 13:37:10   
 close game!




